Initial Pub Offer (Date),IssuerTicker2,IssuerTickerOG,Ticker,Issuer Name,Currency,Country/Region,Initial Pub Offer (Share Price),Initial Pub Offer (Shares Offered),Offer Type,Offer Price,Offer To Date,Pricing Date,Total Debt/Total Assets,Historical Market Cap,Revenues,Size of the Board,% Women on Board,Number of Women on Board,CEO or Equivalent is a Woman,CFO or Equivalent is a Woman,Listing Date,First-Day Closing Price,ID_ISIN,ID_CUSIP,CENTRAL_INDEX_KEY_NUMBER,IPO DATE PLUS 1 M,IPO PRICE AFTER 1M,IPO DATE PLUS 3M,IPO PRICE AFTER 1M,IPO DATE PLUS 6M,IPO PRICE AFTER 6M,IPO DATE PLUS 1 Y,IPO PRICE AFTER 1Y,IPO DATE PLUS 3Y,IPO PRICE AFTER 3Y,IPO DATE PLUS 5Y,IPO PRICE AFTER 5Y,BOARD_SIZE
9/15/2017,FLWR/H CN Equity,FLWR/H CN,FLWR/H CN,Flowr Corp/The,CAD,CA,0.1,3.00E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,,4/26/2017,19.7,7.7,9.8,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,10/15/2017,#NAME?,12/15/2017,#NAME?,3/15/2018,#NAME?,9/15/2018,#NAME?,9/15/2020,#NAME?,9/15/2022,#NAME?,#NAME?
11/2/2020,BILD CN Equity,BILD CN,BILD CN,BuildDirect.com Technologies I,CAD,CA,0.1,3.00E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-55.15864044,7/14/2020,50.3,17.7,72.2,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,12/2/2020,#NAME?,2/2/2021,#NAME?,5/2/2021,#NAME?,11/2/2021,#NAME?,11/2/2023,#NAME?,11/2/2025,#NAME?,#NAME?
3/28/2006,CYO CN Equity,CYO CN,CYO CN,CY Oriental Holdings Ltd,CAD,CA,0.2,1.25E+06,"IPO,Primary Share Offering,Best Efforts",0.2,,3/28/2006,19.2,63,38.1,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,4/28/2006,#NAME?,6/28/2006,#NAME?,9/28/2006,#NAME?,3/28/2007,#NAME?,3/28/2009,#NAME?,3/28/2011,#NAME?,#NAME?
2/21/2006,UCU CN Equity,UCU CN,UCU CN,Ucore Rare Metals Inc,CAD,CA,0.2,1.25E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.2,49.03230614,2/21/2006,14,27.4,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,3/21/2006,#NAME?,5/21/2006,#NAME?,8/21/2006,#NAME?,2/21/2007,#NAME?,2/21/2009,#NAME?,2/21/2011,#NAME?,#NAME?
2/8/2024,VRDN CN Equity,VRDN CN,VRDN CN,Viridian Metals Inc,CAD,CA,0.1,3.00E+06,"IPO,Primary Share Offering,Private Placement",0.1,134.6,11/8/2023,,0.5,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,3/8/2024,#NAME?,5/8/2024,#NAME?,8/8/2024,#NAME?,2/8/2025,#NAME?,2/8/2027,#NAME?,2/8/2029,#NAME?,#NAME?
10/28/2005,CCU CN Equity,CCU CN,CCU CN,Columbus Copper Corp,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,,10/28/2005,,0.3,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/28/2005,#NAME?,1/28/2006,#NAME?,4/28/2006,#NAME?,10/28/2006,#NAME?,10/28/2008,#NAME?,10/28/2010,#NAME?,#NAME?
10/7/2005,ARN CN Equity,ARN CN,ARN CN,Arcan Resources Ltd,CAD,CA,0.2,1.25E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.2,,10/7/2005,62.5,72,80.2,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/7/2005,#NAME?,1/7/2006,#NAME?,4/7/2006,#NAME?,10/7/2006,#NAME?,10/7/2008,#NAME?,10/7/2010,#NAME?,#NAME?
9/15/2022,2154988D CN Equity,2154988D CN,2154988D CN,Taurus Gold Corp,CAD,CA,0.25,1.08E+06,"IPO,Primary Share Offering,Best Efforts",0.25,,3/16/2022,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,10/15/2022,#NAME?,12/15/2022,#NAME?,3/15/2023,#NAME?,9/15/2023,#NAME?,9/15/2025,#NAME?,9/15/2027,#NAME?,#NAME?
5/29/2018,LOCL CN Equity,LOCL CN,LOCL CN,Freshlocal Solutions Inc,CAD,CA,0.2,1.35E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.2,,3/9/2018,50.8,47.6,105.1,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/29/2018,#NAME?,8/29/2018,#NAME?,11/29/2018,#NAME?,5/29/2019,#NAME?,5/29/2021,#NAME?,5/29/2023,#NAME?,#NAME?
6/9/2022,ACAP/P CN Equity,ACAP/P CN,ACAP/P CN,Atlas One Capital Corp,CAD,CA,0.1,2.66E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-75,2/7/2022,,0.039387,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,7/9/2022,#NAME?,9/9/2022,#NAME?,12/9/2022,#NAME?,6/9/2023,#NAME?,6/9/2025,#NAME?,6/9/2027,#NAME?,#NAME?
8/24/2021,ALTR/P CN Equity,ALTR/P CN,ALTR/P CN,Alterego Ventures 24 Corp,CAD,CA,0.1,2.75E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-50,11/7/2019,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,9/24/2021,#NAME?,11/24/2021,#NAME?,2/24/2022,#NAME?,8/24/2022,#NAME?,8/24/2024,#NAME?,8/24/2026,#NAME?,#NAME?
8/26/2021,DGL/P CN Equity,DGL/P CN,DGL/P CN,DGL Investments No 1 Inc,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,,6/1/2021,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,9/26/2021,#NAME?,11/26/2021,#NAME?,2/26/2022,#NAME?,8/26/2022,#NAME?,8/26/2024,#NAME?,8/26/2026,#NAME?,#NAME?
9/29/2021,EESH/P CN Equity,EESH/P CN,EESH/P CN,Aneesh Capital Corp,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-60,6/14/2021,,0.2,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,10/29/2021,#NAME?,12/29/2021,#NAME?,3/29/2022,#NAME?,9/29/2022,#NAME?,9/29/2024,#NAME?,9/29/2026,#NAME?,#NAME?
10/7/2005,ALW/H CN Equity,ALW/H CN,ALW/H CN,All in West! Capital Corp,CAD,CA,0.2,1.20E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.2,,10/7/2005,70.6,0.064619,4.9,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/7/2005,#NAME?,1/7/2006,#NAME?,4/7/2006,#NAME?,10/7/2006,#NAME?,10/7/2008,#NAME?,10/7/2010,#NAME?,#NAME?
3/10/2016,2224447D CN Equity,2224447D CN,2224447D CN,Meta Growth Corp,CAD,CA,0.1,2.74E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,,3/10/2016,0.6,24.8,40.8,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,4/10/2016,#NAME?,6/10/2016,#NAME?,9/10/2016,#NAME?,3/10/2017,#NAME?,3/10/2019,#NAME?,3/10/2021,#NAME?,#NAME?
5/31/2022,AMG/P CN Equity,AMG/P CN,AMG/P CN,AMG Acquisition Corp,CAD,CA,0.1,2.55E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-70,11/8/2021,,0.1,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/30/2022,#NAME?,8/31/2022,#NAME?,11/30/2022,#NAME?,5/31/2023,#NAME?,5/31/2025,#NAME?,5/31/2027,#NAME?,#NAME?
N.A.,1845555D CN Equity,1845555D CN,1845555D CN,Pinehurst Capital III Inc,CAD,CA,0.1,2.66E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,,11/10/2020,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#NAME?
9/30/2015,VRR CN Equity,VRR CN,VRR CN,VR Resources Ltd,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-86.66666667,6/16/2015,,6,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,10/30/2015,#NAME?,12/30/2015,#NAME?,3/30/2016,#NAME?,9/30/2016,#NAME?,9/30/2018,#NAME?,9/30/2020,#NAME?,#NAME?
9/12/2022,FONC/P CN Equity,FONC/P CN,FONC/P CN,Florence One Capital Inc,CAD,CA,0.1,2.54E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-70,4/13/2022,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,10/12/2022,#NAME?,12/12/2022,#NAME?,3/12/2023,#NAME?,9/12/2023,#NAME?,9/12/2025,#NAME?,9/12/2027,#NAME?,#NAME?
1/22/2018,SAC/P CN Equity,SAC/P CN,SAC/P CN,Savanna Capital Corp,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,,10/12/2017,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,2/22/2018,#NAME?,4/22/2018,#NAME?,7/22/2018,#NAME?,1/22/2019,#NAME?,1/22/2021,#NAME?,1/22/2023,#NAME?,#NAME?
4/19/2016,MLP CN Equity,MLP CN,MLP CN,Millennial Potash Corp,CAD,CA,0.2,1.00E+06,"IPO,Primary Share Offering,Best Efforts",0.2,140.8993576,10/30/2015,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,5/19/2016,#NAME?,7/19/2016,#NAME?,10/19/2016,#NAME?,4/19/2017,#NAME?,4/19/2019,#NAME?,4/19/2021,#NAME?,#NAME?
4/23/2015,FOOD CN Equity,FOOD CN,FOOD CN,Goodfood Market Corp,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,Best Efforts",0.1,-85.5999856,4/2/2015,114.4,24,112.3,5,20,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,5/23/2015,#NAME?,7/23/2015,#NAME?,10/23/2015,#NAME?,4/23/2016,#NAME?,4/23/2018,#NAME?,4/23/2020,#NAME?,#NAME?
5/1/2018,DLP CN Equity,DLP CN,DLP CN,DLP Resources Inc,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,130,2/8/2018,,12,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/1/2018,#NAME?,8/1/2018,#NAME?,11/1/2018,#NAME?,5/1/2019,#NAME?,5/1/2021,#NAME?,5/1/2023,#NAME?,#NAME?
6/15/2022,ICWY/P CN Equity,ICWY/P CN,ICWY/P CN,ICWHY Capital Ventures Inc,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-80,2/2/2022,,0.0875608,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,7/15/2022,#NAME?,9/15/2022,#NAME?,12/15/2022,#NAME?,6/15/2023,#NAME?,6/15/2025,#NAME?,6/15/2027,#NAME?,#NAME?
4/20/2021,BECN CN Equity,BECN CN,BECN CN,BEACN Wizardry & Magic Inc,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-35,2/17/2021,,7.4,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,5/20/2021,#NAME?,7/20/2021,#NAME?,10/20/2021,#NAME?,4/20/2022,#NAME?,4/20/2024,#NAME?,4/20/2026,#NAME?,#NAME?
5/25/2022,NMC CN Equity,NMC CN,NMC CN,Nuvau Minerals Inc,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-30.55555556,3/16/2022,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/25/2022,#NAME?,8/25/2022,#NAME?,11/25/2022,#NAME?,5/25/2023,#NAME?,5/25/2025,#NAME?,5/25/2027,#NAME?,#NAME?
10/27/2021,UIG CN Equity,UIG CN,UIG CN,Urban Infrastructure Group Inc,CAD,CA,0.1,2.51E+06,"IPO,Primary Share Offering",0.1,-40,7/19/2021,10.8,4.3,3.9,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/27/2021,#NAME?,1/27/2022,#NAME?,4/27/2022,#NAME?,10/27/2022,#NAME?,10/27/2024,#NAME?,10/27/2026,#NAME?,#NAME?
1/17/2022,KPEN/P CN Equity,KPEN/P CN,KPEN/P CN,KP3993 Resources Inc,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-90,9/17/2021,,0.0632048,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,2/17/2022,#NAME?,4/17/2022,#NAME?,7/17/2022,#NAME?,1/17/2023,#NAME?,1/17/2025,#NAME?,1/17/2027,#NAME?,#NAME?
9/10/2010,1427393D CN Equity,1427393D CN,1427393D CN,Asia Packaging Group Inc,CAD,CA,0.1,2.00E+06,"IPO,Primary Share Offering,Best Efforts",0.1,,6/22/2010,,22,46.9,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,10/10/2010,#NAME?,12/10/2010,#NAME?,3/10/2011,#NAME?,9/10/2011,#NAME?,9/10/2013,#NAME?,9/10/2015,#NAME?,#NAME?
9/12/2022,FINV/P CN Equity,FINV/P CN,FINV/P CN,Faction Investment Group Corp,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-50,1/28/2022,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,10/12/2022,#NAME?,12/12/2022,#NAME?,3/12/2023,#NAME?,9/12/2023,#NAME?,9/12/2025,#NAME?,9/12/2027,#NAME?,#NAME?
3/20/2020,MOO CN Equity,MOO CN,MOO CN,Moon River Moly Ltd,CAD,CA,0.1,2.60E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,250,11/25/2019,,26.2,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,4/20/2020,#NAME?,6/20/2020,#NAME?,9/20/2020,#NAME?,3/20/2021,#NAME?,3/20/2023,#NAME?,3/20/2025,#NAME?,#NAME?
1/29/2018,PCLO CN Equity,PCLO CN,PCLO CN,PharmaCielo Ltd,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-95.39363484,11/2/2017,37.5,9.7,2.5,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,2/28/2018,#NAME?,4/29/2018,#NAME?,7/29/2018,#NAME?,1/29/2019,#NAME?,1/29/2021,#NAME?,1/29/2023,#NAME?,#NAME?
N.A.,NTX CN Equity,NTX CN,NTX CN,NeoTerrex Minerals Inc,CAD,CA,0.2,1.25E+06,"IPO,Primary Share Offering",0.2,,5/18/2022,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#NAME?
10/20/2021,WWA/P CN Equity,WWA/P CN,WWA/P CN,Whitewater Acquisition Corp,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,30,9/20/2021,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/20/2021,#NAME?,1/20/2022,#NAME?,4/20/2022,#NAME?,10/20/2022,#NAME?,10/20/2024,#NAME?,10/20/2026,#NAME?,#NAME?
10/30/2018,TGS/H CN Equity,TGS/H CN,TGS/H CN,TGS Esports Inc,CAD,CA,0.1,2.45E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,,4/13/2018,75.2,,0.2,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/30/2018,#NAME?,1/30/2019,#NAME?,4/30/2019,#NAME?,10/30/2019,#NAME?,10/30/2021,#NAME?,10/30/2023,#NAME?,#NAME?
11/16/2018,DMT CN Equity,DMT CN,DMT CN,Small Pharma Inc,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,,5/24/2018,2.9,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,12/16/2018,#NAME?,2/16/2019,#NAME?,5/16/2019,#NAME?,11/16/2019,#NAME?,11/16/2021,#NAME?,11/16/2023,#NAME?,#NAME?
9/1/2015,NUU CN Equity,NUU CN,NUU CN,Nuuvera Inc,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,,9/1/2015,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,10/1/2015,#NAME?,12/1/2015,#NAME?,3/1/2016,#NAME?,9/1/2016,#NAME?,9/1/2018,#NAME?,9/1/2020,#NAME?,#NAME?
5/18/2018,FIND CN Equity,FIND CN,FIND CN,Baselode Energy Corp,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,15,3/22/2018,,38.8,,5,20,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/18/2018,#NAME?,8/18/2018,#NAME?,11/18/2018,#NAME?,5/18/2019,#NAME?,5/18/2021,#NAME?,5/18/2023,#NAME?,#NAME?
9/13/2018,CSPN CN Equity,CSPN CN,CSPN CN,CareSpan Health Inc,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-95.71428572,5/8/2018,,1,2.5,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,10/13/2018,#NAME?,12/13/2018,#NAME?,3/13/2019,#NAME?,9/13/2019,#NAME?,9/13/2021,#NAME?,9/13/2023,#NAME?,#NAME?
8/23/2022,HIDE/P CN Equity,HIDE/P CN,HIDE/P CN,Hydaway Ventures Corp,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC",0.1,0,6/23/2022,,0.4,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,9/23/2022,#NAME?,11/23/2022,#NAME?,2/23/2023,#NAME?,8/23/2023,#NAME?,8/23/2025,#NAME?,8/23/2027,#NAME?,#NAME?
6/11/2002,4121404Q CN Equity,4121404Q CN,4121404Q CN,Aurelian Resources Inc,CAD,CA,0.3,1.00E+06,"IPO,SPAC",0.3,,6/11/2002,,759.9,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,7/11/2002,#NAME?,9/11/2002,#NAME?,12/11/2002,#NAME?,6/11/2003,#NAME?,6/11/2005,#NAME?,6/11/2007,#NAME?,#NAME?
11/29/2018,GSPR CN Equity,GSPR CN,GSPR CN,Gsp Resource Corp,CAD,CA,0.2,2.50E+06,"IPO,Primary Share Offering,Best Efforts,REG S",0.25,-60,8/13/2018,,2,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,12/29/2018,#NAME?,2/28/2019,#NAME?,5/29/2019,#NAME?,11/29/2019,#NAME?,11/29/2021,#NAME?,11/29/2023,#NAME?,#NAME?
11/5/2018,NAV CN Equity,NAV CN,NAV CN,NAVCO Pharmaceuticals Inc,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-90,8/13/2018,13,0.4,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,12/5/2018,#NAME?,2/5/2019,#NAME?,5/5/2019,#NAME?,11/5/2019,#NAME?,11/5/2021,#NAME?,11/5/2023,#NAME?,#NAME?
2/13/2019,FRS/P CN Equity,FRS/P CN,FRS/P CN,Farstarcap Investment Corp,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-55,7/17/2018,,0.2,,5,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,3/13/2019,#NAME?,5/13/2019,#NAME?,8/13/2019,#NAME?,2/13/2020,#NAME?,2/13/2022,#NAME?,2/13/2024,#NAME?,#NAME?
3/11/2020,BLTC/P CN Equity,BLTC/P CN,BLTC/P CN,Baltic I Acquisition Corp,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-45,12/9/2019,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,4/11/2020,#NAME?,6/11/2020,#NAME?,9/11/2020,#NAME?,3/11/2021,#NAME?,3/11/2023,#NAME?,3/11/2025,#NAME?,#NAME?
N.A.,1821250D CN Equity,1821250D CN,1821250D CN,Golcap Resources Corp,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,Best Efforts,REG S",0.1,,10/6/2020,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#NAME?
5/27/2019,INXD CN Equity,INXD CN,INXD CN,INX Digital Co Inc/The,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-50,3/1/2019,1.1,11.3,5.5,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/27/2019,#NAME?,8/27/2019,#NAME?,11/27/2019,#NAME?,5/27/2020,#NAME?,5/27/2022,#NAME?,5/27/2024,#NAME?,#NAME?
12/19/2019,USCM CN Equity,USCM CN,USCM CN,US Critical Metals Corp,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-53.33333333,10/9/2019,25.3,1.4,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/19/2020,#NAME?,3/19/2020,#NAME?,6/19/2020,#NAME?,12/19/2020,#NAME?,12/19/2022,#NAME?,12/19/2024,#NAME?,#NAME?
N.A.,VLR/H CN Equity,VLR/H CN,VLR/H CN,Advantage Lithium Corp,CAD,CA,,,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,,6/22/2007,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#NAME?
2/29/2024,NVN/P CN Equity,NVN/P CN,NVN/P CN,Navion Capital II Inc,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering",0.1,-50,1/10/2024,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,3/29/2024,#NAME?,5/29/2024,#NAME?,8/29/2024,#NAME?,2/28/2025,#NAME?,2/28/2027,#NAME?,2/28/2029,#NAME?,#NAME?
8/19/2019,NORR CN Equity,NORR CN,NORR CN,Norrland Gold Corp,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-50,4/30/2019,,0.6,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,9/19/2019,#NAME?,11/19/2019,#NAME?,2/19/2020,#NAME?,8/19/2020,#NAME?,8/19/2022,#NAME?,8/19/2024,#NAME?,#NAME?
5/28/2019,NGMD CN Equity,NGMD CN,NGMD CN,NuGen Medical Devices Inc,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-75,3/8/2019,113.1,18,0.2,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/28/2019,#NAME?,8/28/2019,#NAME?,11/28/2019,#NAME?,5/28/2020,#NAME?,5/28/2022,#NAME?,5/28/2024,#NAME?,#NAME?
6/27/2018,AUGC CN Equity,AUGC CN,AUGC CN,Au Gold Corp,CAD,CA,0.1,2.35E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-85,4/19/2018,,0.2,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,7/27/2018,#NAME?,9/27/2018,#NAME?,12/27/2018,#NAME?,6/27/2019,#NAME?,6/27/2021,#NAME?,6/27/2023,#NAME?,#NAME?
8/22/2019,GYM CN Equity,GYM CN,GYM CN,TUT Fitness Group Inc,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-96,4/25/2019,17.2,1.3,0.1,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,9/22/2019,#NAME?,11/22/2019,#NAME?,2/22/2020,#NAME?,8/22/2020,#NAME?,8/22/2022,#NAME?,8/22/2024,#NAME?,#NAME?
11/16/2022,POC/P CN Equity,POC/P CN,POC/P CN,POCML 7 Inc,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC",0.1,300,11/7/2022,,2.3,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,12/16/2022,#NAME?,2/16/2023,#NAME?,5/16/2023,#NAME?,11/16/2023,#NAME?,11/16/2025,#NAME?,11/16/2027,#NAME?,#NAME?
5/31/2019,SSSS/P CN Equity,SSSS/P CN,SSSS/P CN,Shooting Star Acquisition Corp,CAD,CA,0.1,2.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-55,12/20/2018,,0.1,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/30/2019,#NAME?,8/31/2019,#NAME?,11/30/2019,#NAME?,5/31/2020,#NAME?,5/31/2022,#NAME?,5/31/2024,#NAME?,#NAME?
